**********
Total number of connected components: 41948
**********
Word | # Components | Max Degree :# Vertices w/ Max Degree | Word List w/ Max Degree
abyssal                      |    2 |    1 : 2    | ['deep', 'nothing'] 
ac                           |    9 |    2 : 1    | ['tnt'] 
acacia                       |    2 |    1 : 2    | ['browser', 'rose'] 
acadaca                      |    2 |    1 : 2    | ['abracadabra', 'band'] 
academia                     |    2 |    1 : 2    | ['don', 'professor'] 
academic                     |   15 |    2 : 1    | ['scholar'] 
academics                    |    4 |    1 : 4    | ['college', 'scholars', 'school', 'studies'] 
academy                      |   18 |    4 : 2    | ['award', 'police'] 
acadia                       |    2 |    1 : 2    | ['creol', 'maine'] 
acadian                      |    2 |    1 : 2    | ['cajun', 'louisiana'] 
acalculia                    |    1 |    1 : 1    | ['calculate'] 
acapulco                     |    2 |    1 : 2    | ['loco', 'mexico'] 
acari                        |    2 |    1 : 2    | ['allergy', 'controller'] 
accelarando                  |    2 |    1 : 2    | ['allegro', 'tempo'] 
accelerant                   |    2 |    1 : 2    | ['arson', 'catalyst'] 
accelerate                   |   10 |    1 : 10   | ['advancement', 'car', 'crash', 'fast', 'gun', 'pass', 'pedal', 'speed', 'speedy', 'velocity'] 
accelerated                  |    2 |    1 : 2    | ['expedite', 'propelled'] 
acceleration                 |    9 |    2 : 2    | ['speed', 'velocity'] 
accelerator                  |    7 |    3 : 1    | ['particle'] 
accent                       |   35 |    5 : 1    | ['dialect'] 
accents                      |    4 |    1 : 4    | ['austrailia', 'britain', 'foreign', 'tilde'] 
accentuate                   |    5 |    2 : 1    | ['emphasize'] 
accept                       |   17 |    4 : 1    | ['decline'] 
acceptable                   |    8 |    1 : 8    | ['appropriate', 'fine', 'ok', 'okay', 'okey', 'reasonable', 'satisfactory', 'suitable'] 
acceptance                   |   36 |    3 : 1    | ['denial'] 
accepted                     |   19 |    3 : 1    | ['rejected'] 
accepting                    |    6 |    1 : 6    | ['adjustment', 'discriminating', 'flexible', 'loving', 'open-minded', 'serene'] 
acception                    |    2 |    1 : 2    | ['inception', 'rejection'] 
access                       |   26 |    8 : 1    | ['denied'] 
accession                    |    2 |    1 : 2    | ['addition', 'ascension'] 
accessories                  |    6 |    1 : 6    | ['bling', 'clothes', 'extravagance', 'hardware', 'jewelry', 'paraphernalia'] 
accessorize                  |    2 |    1 : 2    | ['earing', 'handbag'] 
accessory                    |   18 |    1 : 18   | ['accent', 'accomplice', 'accoutrement', 'addition', 'appendage', 'attachment', 'bling-bling', 'bow', 'fact', 'fashion', 'murder', 'necklace', 'necklaces', 'primary', 'shoes', 'supplement', 'trackpad', 'warmth'] 
accident                     |   57 |   11 : 1    | ['crash'] 
accidental                   |    4 |    1 : 4    | ['mistake', 'overdose', 'overspend', 'purposely'] 
accidents                    |    3 |    1 : 3    | ['casualties', 'influence', 'rollercoasters'] 
acclaim                      |    2 |    1 : 2    | ['accolade', 'achievement'] 
acclamation                  |    2 |    1 : 2    | ['nominee', 'sycophancy'] 
acclimatize                  |    1 |    1 : 1    | ['adapt'] 
accolade                     |    8 |    1 : 8    | ['acclaim', 'achieve', 'award', 'deadlock', 'honour', 'knights', 'ovation', 'winning'] 
accommodate                  |    2 |    1 : 2    | ['comfort', 'supply'] 
accommodation                |    3 |    2 : 1    | ['lodging'] 
accommodations               |    4 |    1 : 4    | ['disability', 'hotel', 'resort', 'royale'] 
accomodations                |    2 |    1 : 2    | ['assistance', 'support'] 
accompaniment                |    2 |    1 : 2    | ['piano', 'sauce'] 
accomplice                   |    8 |    1 : 8    | ['accessory', 'associate', 'burglary', 'confederate', 'crimes', 'lackey', 'partner', 'witness'] 
accomplish                   |    4 |    1 : 4    | ['achieve', 'motivate', 'proud', 'win'] 
accomplished                 |   14 |    2 : 2    | ['mission', 'musician'] 
accomplishment               |    5 |    2 : 1    | ['success'] 
accomplishments              |    4 |    1 : 4    | ['arrogant', 'goals', 'pride', 'qualifications'] 
accord                       |    6 |    2 : 1    | ['treaty'] 
accordian                    |    2 |    1 : 2    | ['bagpipesdamgud', 'urkel'] 
according                    |    2 |    1 : 2    | ['specifications', 'too'] 
accordingly                  |    2 |    1 : 2    | ['accordion', 'appropriate'] 
accordion                    |    8 |    3 : 1    | ['piano'] 
account                      |   53 |   11 : 1    | ['bank'] 
accountability               |    7 |    2 : 1    | ['responsibility'] 
accountable                  |    5 |    2 : 1    | ['responsible'] 
accountant                   |   14 |    2 : 1    | ['account'] 
accountants                  |    1 |    1 : 1    | ['gaap'] 
accounting                   |   16 |    2 : 2    | ['books', 'money'] 
accouterment                 |    2 |    1 : 2    | ['apparatus', 'supplies'] 
accoutrement                 |    2 |    1 : 2    | ['accessory', 'morpheus'] 
accredited                   |    2 |    1 : 2    | ['anonymous', 'attributed'] 
accretion                    |    1 |    2 : 1    | ['malignant'] 
accrington                   |    5 |    2 : 1    | ['stanley'] 
accrual                      |    2 |    1 : 2    | ['expenses', 'interest'] 
accrue                       |    2 |    1 : 2    | ['appreciate', 'divest'] 
accrued                      |    2 |    1 : 2    | ['interest', 'payable'] 
accruing                     |    2 |    1 : 2    | ['accumulate', 'counting'] 
accumulate                   |    9 |    2 : 1    | ['collect'] 
accumulated                  |    2 |    1 : 2    | ['collected', 'wealth'] 
accumulation                 |    3 |    1 : 3    | ['cached', 'clogged', 'savings'] 
accumulator                  |    2 |    1 : 2    | ['collectors', 'hoarder'] 
accupuncture                 |    2 |    1 : 2    | ['pins', 'porcupine'] 
accuracy                     |    8 |    2 : 1    | ['precision'] 
accurate                     |   10 |    3 : 1    | ['precise'] 
accurately                   |    2 |    1 : 2    | ['correctly', 'exactly'] 
accurateness                 |    2 |    1 : 2    | ['absolute', 'veracity'] 
accusation                   |    5 |    1 : 5    | ['deny', 'false', 'liar', 'presumption', 'pretext'] 
accuse                       |    8 |    1 : 8    | ['assume', 'charge', 'deny', 'falsely', 'frame', 'judge', 'justify', 'suspect'] 
accustomed                   |    1 |    1 : 1    | ['comfortable'] 
accutarate                   |    1 |    1 : 1    | ['laser'] 
acdc                         |    4 |    1 : 4    | ['angus', 'bisexual', 'rock', 'thunderstruck'] 
ace                          |   46 |    9 : 1    | ['spades'] 
aceeeeeeeeeeed               |    2 |    1 : 2    | ['rain', 'rave'] 
aces                         |    6 |    1 : 6    | ['cards', 'dealt', 'high', 'kings', 'low', 'ones'] 
acetaminophen                |    2 |    1 : 2    | ['analgesia', 'paracetamol'] 
ache                         |   31 |   31 : 1    | ['pain'] 
acheived                     |    4 |    1 : 4    | ['accomplished', 'achiever', 'acomplished', 'won'] 
aches                        |    2 |    1 : 2    | ['pain', 'soak'] 
achieve                      |    8 |    1 : 8    | ['accolade', 'accomplish', 'become', 'dream', 'goal', 'goals', 'score', 'win'] 
achieved                     |    6 |    1 : 6    | ['created', 'goal', 'made', 'mischief', 'over', 'overcome'] 
achievement                  |   34 |    4 : 1    | ['success'] 
achievements                 |    6 |    1 : 6    | ['accomplished', 'award', 'ego', 'productive', 'steam', 'trophies'] 
achiever                     |    2 |    1 : 2    | ['acheived', 'acomplisher'] 
achieving                    |    2 |    1 : 2    | ['doing', 'success'] 
achiles                      |    2 |    1 : 2    | ['heels', 'troy'] 
achilles                     |   16 |    4 : 1    | ['tendon'] 
achilleus                    |    2 |    1 : 2    | ['emperor', 'struggle'] 
aching                       |    6 |    2 : 1    | ['hurting'] 
achmed                       |    2 |    1 : 2    | ['jarhead', 'terrorists'] 
achondroplastic              |    2 |    1 : 2    | ['android', 'dwarf'] 
achoo                        |   13 |    7 : 1    | ['sneeze'] 
achooooooooooooo             |    2 |    1 : 2    | ['pollen', 'snivel'] 
achtung                      |    8 |    6 : 1    | ['baby'] 
achy                         |    3 |    2 : 1    | ['heart'] 
acid                         |   67 |    8 : 1    | ['base'] 
acidental                    |    2 |    1 : 2    | ['antibiotics', 'purpose'] 
acidic                       |    3 |    1 : 3    | ['alkaline', 'faptastic', 'rainwater'] 
acidification                |    2 |    1 : 2    | ['ocean', 'soil'] 
acidophiles                  |    1 |    1 : 1    | ['ticonderoga'] 
ack                          |    2 |    1 : 2    | ['depression', 'tbd'] 
ackbar                       |    3 |    3 : 1    | ['trap'] 
acker                        |    2 |    1 : 2    | ['bilk', 'stranger'] 
acknowledge                  |    4 |    1 : 4    | ['affirm', 'okay', 'received', 'salute'] 
acknowledged                 |    4 |    1 : 4    | ['accepted', 'agreed', 'endorsed', 'understood'] 
acknowledgement              |    6 |    1 : 6    | ['agreement', 'apologises', 'credits', 'recognition', 'reply', 'validation'] 
acknowledgements             |    2 |    1 : 2    | ['credits', 'recognition'] 
acknowledgment               |    4 |    1 : 4    | ['cheeseburger', 'commendation', 'credit', 'receipt'] 
acme                         |   10 |    1 : 10   | ['box', 'cartoon', 'dynamite', 'explosives', 'home', 'meep', 'peak', 'sabotage', 'summit', 'top'] 
acne                         |   18 |    2 : 2    | ['skin', 'teenager'] 
acolyte                      |   12 |    1 : 12   | ['apprentice', 'aspiring', 'assistant', 'boy', 'devotee', 'disciple', 'faithful', 'follower', 'novice', 'priest', 'servant', 'title'] 
acomplished                  |    2 |    1 : 2    | ['acheived', 'completed'] 
acomplisher                  |    2 |    1 : 2    | ['achiever', 'technician'] 
acorn                        |    6 |    1 : 6    | ['acronym', 'oak', 'scrat', 'slang', 'squirrel', 'tree'] 
acoustic                     |    4 |    4 : 1    | ['guitar'] 
acoustics                    |    5 |    3 : 1    | ['sound'] 
acquaintance                 |   11 |    6 : 1    | ['friend'] 
acquainted                   |    2 |    1 : 2    | ['acquaintance', 'familiar'] 
acquiesce                    |    7 |    2 : 1    | ['agree'] 
acquire                      |   12 |    2 : 2    | ['obtain', 'purchase'] 
acquired                     |    5 |    1 : 5    | ['confirmed', 'found', 'got', 'taste', 'wanted'] 
acquirement                  |    2 |    1 : 2    | ['satisfaction', 'skills'] 
acquisce                     |    2 |    1 : 2    | ['abiding', 'acceptance'] 
acquisition                  |    6 |    1 : 6    | ['avarice', 'expenditure', 'merger', 'ownership', 'purchase', 'takeover'] 
acquittal                    |    2 |    1 : 2    | ['freedom', 'justice'] 
acquitted                    |    2 |    1 : 2    | ['sentence', 'tried'] 
acre                         |    6 |    3 : 1    | ['land'] 
acreage                      |    5 |    4 : 1    | ['land'] 
acres                        |    7 |    1 : 7    | ['acres', 'farm', 'fields', 'hundred', 'land', 'meadow', 'whoa'] 
acrid                        |    2 |    1 : 2    | ['rain', 'smoke'] 
acrimonious                  |    2 |    1 : 2    | ['acronym', 'bitter'] 
acrimony                     |    2 |    1 : 2    | ['myself', 'violence'] 
acrobat                      |   18 |    3 : 1    | ['circus'] 
acrobatic                    |    4 |    1 : 4    | ['aerobatic', 'circus', 'somersault', 'trapeze'] 
acrobatics                   |    6 |    2 : 1    | ['circus'] 
acrobats                     |    4 |    1 : 4    | ['circe', 'space', 'trapeeze', 'trapeze'] 
acromantula                  |    2 |    1 : 2    | ['aragog', 'hagrid'] 
acromegaly                   |    2 |    1 : 2    | ['aggro', 'condition'] 
acronym                      |   38 |    3 : 2    | ['abbreviation', 'synonym'] 
acronyms                     |    2 |    1 : 2    | ['b', 'omg'] 
acrophobia                   |    4 |    1 : 4    | ['acrobat', 'height', 'heights', 'vertigo'] 
acropolis                    |    6 |    2 : 1    | ['parthenon'] 
across                       |   10 |    2 : 3    | ['over', 'street', 'toss'] 
acrylic                      |    3 |    1 : 3    | ['corel', 'enamel', 'paint'] 
acrylics                     |    2 |    1 : 2    | ['oils', 'painting'] 
act                          |   55 |   11 : 1    | ['play'] 
acting                       |   28 |    4 : 2    | ['drama', 'theater'] 
actinium                     |    2 |    1 : 2    | ['cranium', 'einsteinium'] 
action                       |   94 |   15 : 1    | ['movie'] 
actions                      |   11 |    4 : 1    | ['consequences'] 
